127.0.0.1, 2013-01-03 20:14:43, GET, /, HTTP/1.1, 303, 0.000837
127.0.0.1, 2013-01-03 20:51:04, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 200, 0.002230
127.0.0.1, 2013-01-03 20:51:04, GET, /admin/static/images/header_bg.png, HTTP/1.1, 200, 0.001385
127.0.0.1, 2013-01-03 20:51:04, GET, /admin/static/images/start.png, HTTP/1.1, 200, 0.003984
127.0.0.1, 2013-01-03 20:51:04, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 200, 0.005126
127.0.0.1, 2013-01-03 20:51:04, GET, /admin/static/images/menu.png, HTTP/1.1, 200, 0.005134
127.0.0.1, 2013-01-03 20:51:04, GET, /favicon.ico, HTTP/1.1, 400, 0.000622
127.0.0.1, 2013-01-03 20:51:07, POST, /admin/default/index, HTTP/1.1, 303, 0.082584
127.0.0.1, 2013-01-03 20:51:07, GET, /admin/default/site, HTTP/1.1, 200, 0.148578
127.0.0.1, 2013-01-03 20:51:07, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 200, 0.001913
127.0.0.1, 2013-01-03 20:51:07, GET, /admin/static/images/small_button.png, HTTP/1.1, 200, 0.002274
127.0.0.1, 2013-01-03 20:51:07, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 200, 0.001371
127.0.0.1, 2013-01-03 20:51:07, GET, /admin/static/images/folder.png, HTTP/1.1, 200, 0.000807
127.0.0.1, 2013-01-03 20:51:07, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 200, 0.002104
127.0.0.1, 2013-01-03 20:51:07, GET, /favicon.ico, HTTP/1.1, 400, 0.000381
127.0.0.1, 2013-01-03 20:51:07, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.482676
127.0.0.1, 2013-01-03 20:51:08, POST, /admin/default/check_version, HTTP/1.1, 200, 0.702746
127.0.0.1, 2013-01-03 20:54:09, POST, /admin/default/site, HTTP/1.1, 303, 0.351919
127.0.0.1, 2013-01-03 20:54:09, GET, /admin/default/design/home, HTTP/1.1, 200, 0.269188
127.0.0.1, 2013-01-03 20:54:09, GET, /admin/static/images/search.png, HTTP/1.1, 200, 0.000567
127.0.0.1, 2013-01-03 20:54:09, GET, /admin/static/images/delete_icon.png, HTTP/1.1, 200, 0.000462
127.0.0.1, 2013-01-03 20:54:09, GET, /admin/static/images/test_icon.png, HTTP/1.1, 200, 0.000487
127.0.0.1, 2013-01-03 20:54:09, GET, /admin/static/images/folder_sm.png, HTTP/1.1, 200, 0.002987
127.0.0.1, 2013-01-03 20:54:09, GET, /admin/static/images/help.png, HTTP/1.1, 200, 0.008239
127.0.0.1, 2013-01-03 20:54:09, GET, /favicon.ico, HTTP/1.1, 400, 0.000252
127.0.0.1, 2013-01-03 21:01:21, GET, /home/default/index, HTTP/1.1, 200, 0.656643
127.0.0.1, 2013-01-03 21:01:21, GET, /favicon.ico, HTTP/1.1, 400, 0.000301
127.0.0.1, 2013-01-03 21:04:36, GET, /home/default/index, HTTP/1.1, 200, 0.040204
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/css/web2py.css, HTTP/1.1, 200, 0.003233
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.001388
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/css/web2py_bootstrap.css, HTTP/1.1, 200, 0.001700
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.002221
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/css/calendar.css, HTTP/1.1, 200, 0.004426
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.003195
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/js/jquery.js, HTTP/1.1, 200, 0.002196
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/js/web2py_bootstrap.js, HTTP/1.1, 200, 0.001010
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.001252
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/js/web2py.js, HTTP/1.1, 200, 0.002448
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/js/calendar.js, HTTP/1.1, 200, 0.000933
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/js/share.js, HTTP/1.1, 200, 0.000499
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/images/twitter.png, HTTP/1.1, 200, 0.001057
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/images/gplus-32.png, HTTP/1.1, 200, 0.000405
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/images/facebook.png, HTTP/1.1, 200, 0.002063
127.0.0.1, 2013-01-03 21:04:37, GET, /home/static/images/favicon.ico, HTTP/1.1, 200, 0.000622
127.0.0.1, 2013-01-03 21:16:32, POST, /admin/default/design/home, HTTP/1.1, 303, 0.054418
127.0.0.1, 2013-01-03 21:16:32, GET, /admin/default/design, HTTP/1.1, 303, 0.042764
127.0.0.1, 2013-01-03 21:16:32, GET, /admin/default/site, HTTP/1.1, 200, 0.066741
127.0.0.1, 2013-01-03 21:16:32, GET, /favicon.ico, HTTP/1.1, 400, 0.000353
127.0.0.1, 2013-01-03 21:16:33, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.488702
127.0.0.1, 2013-01-03 21:20:01, GET, /admin/default/design/home, HTTP/1.1, 200, 0.102425
127.0.0.1, 2013-01-03 21:20:01, GET, /favicon.ico, HTTP/1.1, 400, 0.000631
127.0.0.1, 2013-01-03 21:21:46, POST, /admin/default/design/home, HTTP/1.1, 303, 0.059930
127.0.0.1, 2013-01-03 21:21:46, GET, /admin/default/design/home, HTTP/1.1, 200, 0.093949
127.0.0.1, 2013-01-03 21:21:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000371
127.0.0.1, 2013-01-03 21:23:29, GET, /admin/default/plugin/home/layouts, HTTP/1.1, 200, 0.054559
127.0.0.1, 2013-01-03 21:23:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000372
127.0.0.1, 2013-01-03 21:25:16, GET, /home/default/index, HTTP/1.1, 200, 0.024098
127.0.0.1, 2013-01-03 21:25:16, GET, /home/static/plugin_layouts/layouts/Emporium/default.css, HTTP/1.1, 200, 0.000540
127.0.0.1, 2013-01-03 21:25:16, GET, /home/static/plugin_layouts/superfish.js, HTTP/1.1, 200, 0.000505
127.0.0.1, 2013-01-03 21:25:16, GET, /home/static/plugin_layouts/layouts/Emporium/images/img07.jpg, HTTP/1.1, 404, 0.000596
127.0.0.1, 2013-01-03 21:25:16, GET, /home/static/plugin_layouts/layouts/Emporium/images/img03.jpg, HTTP/1.1, 200, 0.003120
127.0.0.1, 2013-01-03 21:25:16, GET, /home/static/plugin_layouts/layouts/Emporium/images/img02.jpg, HTTP/1.1, 200, 0.002503
127.0.0.1, 2013-01-03 21:25:16, GET, /home/static/plugin_layouts/layouts/Emporium/images/img01.jpg, HTTP/1.1, 200, 0.006394
127.0.0.1, 2013-01-03 21:25:16, GET, /favicon.ico, HTTP/1.1, 400, 0.000433
127.0.0.1, 2013-01-03 21:25:29, GET, /home/default/index, HTTP/1.1, 200, 0.020217
127.0.0.1, 2013-01-03 21:25:30, GET, /home/default/index, HTTP/1.1, 200, 0.018330
127.0.0.1, 2013-01-03 21:25:34, GET, /admin/default/site, HTTP/1.1, 200, 0.049787
127.0.0.1, 2013-01-03 21:25:34, GET, /favicon.ico, HTTP/1.1, 400, 0.000247
127.0.0.1, 2013-01-03 21:25:35, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.475083
127.0.0.1, 2013-01-03 21:25:36, GET, /home/default/index, HTTP/1.1, 200, 0.021782
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/default/edit/home/views/plugin_layouts/layouts/Emporium.html, HTTP/1.1, 200, 0.172887
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/lib/codemirror.css, HTTP/1.1, 200, 0.001530
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/theme/web2py.css, HTTP/1.1, 200, 0.001006
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/mode/clike/clike.js, HTTP/1.1, 200, 0.001221
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/mode/python/python.js, HTTP/1.1, 200, 0.001034
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/lib/util/dialog.css, HTTP/1.1, 200, 0.001459
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/lib/codemirror.js, HTTP/1.1, 200, 0.000776
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/mode/xml/xml.js, HTTP/1.1, 200, 0.001466
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 200, 0.001825
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/mode/javascript/javascript.js, HTTP/1.1, 200, 0.001275
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/mode/css/css.js, HTTP/1.1, 200, 0.000810
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/lib/util/search.js, HTTP/1.1, 200, 0.000837
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/lib/util/searchcursor.js, HTTP/1.1, 200, 0.000964
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/lib/util/dialog.js, HTTP/1.1, 200, 0.001522
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/images/save_icon.png, HTTP/1.1, 200, 0.001016
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/codemirror/emmet.min.js, HTTP/1.1, 200, 0.000639
127.0.0.1, 2013-01-03 21:26:39, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 200, 0.001605
127.0.0.1, 2013-01-03 21:26:39, GET, /favicon.ico, HTTP/1.1, 400, 0.000262
127.0.0.1, 2013-01-03 21:27:38, GET, /favicon.ico, HTTP/1.1, 400, 0.000503
127.0.0.1, 2013-01-03 21:29:10, POST, /admin/default/edit/home/views/plugin_layouts/layouts/Emporium.html, HTTP/1.1, 200, 0.035876
127.0.0.1, 2013-01-03 21:29:14, GET, /home/default/index, HTTP/1.1, 200, 0.025406
127.0.0.1, 2013-01-03 21:29:15, GET, /favicon.ico, HTTP/1.1, 400, 0.000285
127.0.0.1, 2013-01-03 21:30:42, POST, /admin/default/edit/home/views/plugin_layouts/layouts/Emporium.html, HTTP/1.1, 200, 0.032029
127.0.0.1, 2013-01-03 21:30:46, GET, /home/default/index, HTTP/1.1, 200, 0.027654
127.0.0.1, 2013-01-03 21:30:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000631
127.0.0.1, 2013-01-03 21:31:10, GET, /home/default/index, HTTP/1.1, 200, 0.020409
127.0.0.1, 2013-01-03 21:31:10, GET, /favicon.ico, HTTP/1.1, 400, 0.000383
127.0.0.1, 2013-01-03 21:31:13, GET, /home/default/index, HTTP/1.1, 200, 0.017907
127.0.0.1, 2013-01-03 21:31:13, GET, /favicon.ico, HTTP/1.1, 400, 0.000468
127.0.0.1, 2013-01-03 21:31:24, GET, /home/default/index, HTTP/1.1, 200, 0.030473
127.0.0.1, 2013-01-03 21:31:24, GET, /favicon.ico, HTTP/1.1, 400, 0.000299
127.0.0.1, 2013-01-03 21:31:53, GET, /home/default/index, HTTP/1.1, 200, 0.022643
127.0.0.1, 2013-01-03 21:31:53, GET, /favicon.ico, HTTP/1.1, 400, 0.000257
127.0.0.1, 2013-01-03 21:39:39, GET, /home/default/index, HTTP/1.1, 500, 0.513566
127.0.0.1, 2013-01-03 21:39:39, GET, /favicon.ico, HTTP/1.1, 400, 0.000366
127.0.0.1, 2013-01-03 21:39:45, GET, /admin/default/ticket/home/127.0.0.1.2013-01-03.21-39-39.a2ba5f4a-ed47-4dd3-afa0-c01c5e196800, HTTP/1.1, 200, 0.096478
127.0.0.1, 2013-01-03 21:39:45, GET, /admin/static/images/ticket_section.png, HTTP/1.1, 200, 0.000494
127.0.0.1, 2013-01-03 21:39:45, GET, /favicon.ico, HTTP/1.1, 400, 0.000271
127.0.0.1, 2013-01-03 21:40:24, GET, /home/default/index, HTTP/1.1, 200, 0.089039
127.0.0.1, 2013-01-03 21:40:29, POST, /home/default/index, HTTP/1.1, 200, 0.046811
127.0.0.1, 2013-01-03 21:40:30, GET, /favicon.ico, HTTP/1.1, 400, 0.000306
127.0.0.1, 2013-01-03 21:40:33, GET, /home/default/index, HTTP/1.1, 200, 0.037136
127.0.0.1, 2013-01-03 21:40:46, POST, /home/default/index, HTTP/1.1, 200, 0.220293
127.0.0.1, 2013-01-03 21:40:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000381
127.0.0.1, 2013-01-03 21:41:28, GET, /home/default/index, HTTP/1.1, 200, 0.026573
127.0.0.1, 2013-01-03 21:42:17, GET, /home/default/index/all_records, HTTP/1.1, 200, 0.030358
127.0.0.1, 2013-01-03 21:42:17, GET, /favicon.ico, HTTP/1.1, 400, 0.000803
127.0.0.1, 2013-01-03 21:42:23, GET, /home/default/index/all_records, HTTP/1.1, 200, 0.026909
127.0.0.1, 2013-01-03 21:42:23, GET, /favicon.ico, HTTP/1.1, 400, 0.000560
127.0.0.1, 2013-01-03 21:42:29, GET, /home/default/index/all_records, HTTP/1.1, 200, 0.028547
127.0.0.1, 2013-01-03 21:42:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000370
127.0.0.1, 2013-01-03 21:42:35, GET, /home/default/index/, HTTP/1.1, 200, 0.028223
127.0.0.1, 2013-01-03 21:42:35, GET, /favicon.ico, HTTP/1.1, 400, 0.000320
127.0.0.1, 2013-01-03 21:42:45, GET, /home/default/all_records, HTTP/1.1, 200, 0.251734
127.0.0.1, 2013-01-03 21:42:45, GET, /favicon.ico, HTTP/1.1, 400, 0.000396
127.0.0.1, 2013-01-03 21:43:02, GET, /home/default/index/, HTTP/1.1, 200, 0.034163
127.0.0.1, 2013-01-03 21:43:02, GET, /favicon.ico, HTTP/1.1, 400, 0.000420
127.0.0.1, 2013-01-03 21:45:38, GET, /admin/default/site, HTTP/1.1, 200, 0.052291
127.0.0.1, 2013-01-03 21:45:38, GET, /favicon.ico, HTTP/1.1, 400, 0.005008
127.0.0.1, 2013-01-03 21:45:39, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.507536
127.0.0.1, 2013-01-03 21:50:52, GET, /admin/default/design/home, HTTP/1.1, 200, 0.101910
127.0.0.1, 2013-01-03 21:50:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000503
127.0.0.1, 2013-01-03 21:51:18, GET, /admin/default/edit/home/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.069854
127.0.0.1, 2013-01-03 21:51:18, GET, /favicon.ico, HTTP/1.1, 400, 0.000291
127.0.0.1, 2013-01-03 21:51:46, POST, /admin/default/edit/home/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.037905
127.0.0.1, 2013-01-03 21:51:52, GET, /home/default/index/, HTTP/1.1, 200, 0.026326
127.0.0.1, 2013-01-03 21:51:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000389
127.0.0.1, 2013-01-03 21:51:55, GET, /home/default/index/, HTTP/1.1, 200, 0.021005
127.0.0.1, 2013-01-03 21:51:55, GET, /home/static/js/jquery.js, HTTP/1.1, 304, 0.004369
127.0.0.1, 2013-01-03 21:51:55, GET, /home/static/js/calendar.js, HTTP/1.1, 304, 0.004218
127.0.0.1, 2013-01-03 21:51:55, GET, /home/static/js/web2py.js, HTTP/1.1, 304, 0.005868
127.0.0.1, 2013-01-03 21:51:55, GET, /home/static/plugin_layouts/superfish.js, HTTP/1.1, 304, 0.001569
127.0.0.1, 2013-01-03 21:51:55, GET, /home/static/css/calendar.css, HTTP/1.1, 304, 0.001544
127.0.0.1, 2013-01-03 21:51:55, GET, /home/static/plugin_layouts/layouts/Emporium/default.css, HTTP/1.1, 304, 0.006054
127.0.0.1, 2013-01-03 21:51:55, GET, /favicon.ico, HTTP/1.1, 400, 0.000313
127.0.0.1, 2013-01-03 21:52:07, GET, /home/default/index/, HTTP/1.1, 200, 0.026692
127.0.0.1, 2013-01-03 21:52:07, GET, /favicon.ico, HTTP/1.1, 400, 0.000325
127.0.0.1, 2013-01-03 21:52:30, GET, /admin/default/design/home, HTTP/1.1, 200, 0.107800
127.0.0.1, 2013-01-03 21:52:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000503
127.0.0.1, 2013-01-03 21:53:19, GET, /home/default/index/, HTTP/1.1, 200, 0.030199
127.0.0.1, 2013-01-03 21:53:19, GET, /favicon.ico, HTTP/1.1, 400, 0.000372
127.0.0.1, 2013-01-03 21:53:48, GET, /home/default/index/, HTTP/1.1, 200, 0.029906
127.0.0.1, 2013-01-03 21:53:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000374
127.0.0.1, 2013-01-03 21:54:36, GET, /admin/default/plugin/home/layouts, HTTP/1.1, 200, 0.058945
127.0.0.1, 2013-01-03 21:54:36, GET, /favicon.ico, HTTP/1.1, 400, 0.000272
127.0.0.1, 2013-01-03 21:54:41, GET, /admin/default/edit/home/views/plugin_layouts/layouts/Emporium.html, HTTP/1.1, 200, 0.072791
127.0.0.1, 2013-01-03 21:54:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000261
127.0.0.1, 2013-01-03 21:54:51, POST, /admin/default/edit/home/views/plugin_layouts/layouts/Emporium.html, HTTP/1.1, 200, 0.032800
127.0.0.1, 2013-01-03 21:54:54, GET, /home/default/index/, HTTP/1.1, 200, 0.027561
127.0.0.1, 2013-01-03 21:54:54, GET, /favicon.ico, HTTP/1.1, 400, 0.000370
127.0.0.1, 2013-01-03 21:57:09, GET, /home/default/index/, HTTP/1.1, 200, 0.027604
127.0.0.1, 2013-01-03 21:57:09, GET, /favicon.ico, HTTP/1.1, 400, 0.000311
127.0.0.1, 2013-01-03 21:58:03, GET, /home/default/index/, HTTP/1.1, 200, 0.027132
127.0.0.1, 2013-01-03 21:58:03, GET, /favicon.ico, HTTP/1.1, 400, 0.000355
127.0.0.1, 2013-01-03 21:59:17, GET, /home/default/index/, HTTP/1.1, 200, 0.030769
127.0.0.1, 2013-01-03 21:59:17, GET, /favicon.ico, HTTP/1.1, 400, 0.000322
127.0.0.1, 2013-01-03 22:01:43, GET, /home/default/index/, HTTP/1.1, 200, 0.028267
127.0.0.1, 2013-01-03 22:01:44, GET, /favicon.ico, HTTP/1.1, 400, 0.000366
127.0.0.1, 2013-01-03 22:03:00, GET, /home/default/index/, HTTP/1.1, 200, 0.034884
127.0.0.1, 2013-01-03 22:03:00, GET, /favicon.ico, HTTP/1.1, 400, 0.000294
127.0.0.1, 2013-01-03 22:04:07, GET, /home/default/index/, HTTP/1.1, 200, 0.031134
127.0.0.1, 2013-01-03 22:04:07, GET, /favicon.ico, HTTP/1.1, 400, 0.000314
127.0.0.1, 2013-01-03 22:09:20, GET, /home/default/index/, HTTP/1.1, 200, 0.028691
127.0.0.1, 2013-01-03 22:09:20, GET, /favicon.ico, HTTP/1.1, 400, 0.000374
127.0.0.1, 2013-01-03 22:10:49, GET, /home/default/index/, HTTP/1.1, 200, 0.029666
127.0.0.1, 2013-01-03 22:10:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000293
127.0.0.1, 2013-01-03 22:11:05, GET, /home/default/index/, HTTP/1.1, 200, 0.032106
127.0.0.1, 2013-01-03 22:11:05, GET, /favicon.ico, HTTP/1.1, 400, 0.000377
127.0.0.1, 2013-01-03 22:12:27, GET, /home/default/index/, HTTP/1.1, 200, 0.030031
127.0.0.1, 2013-01-03 22:12:27, GET, /favicon.ico, HTTP/1.1, 400, 0.000367
127.0.0.1, 2013-01-03 22:15:00, GET, /admin/default/site, HTTP/1.1, 200, 0.051910
127.0.0.1, 2013-01-03 22:15:01, GET, /favicon.ico, HTTP/1.1, 400, 0.000250
127.0.0.1, 2013-01-03 22:15:01, GET, /admin/default/twitter.load, HTTP/1.1, 200, 0.491601
127.0.0.1, 2013-01-03 22:15:03, GET, /admin/default/design/home, HTTP/1.1, 200, 0.114855
127.0.0.1, 2013-01-03 22:15:04, GET, /favicon.ico, HTTP/1.1, 400, 0.000359
127.0.0.1, 2013-01-03 22:15:42, GET, /admin/default/plugin/home/layouts, HTTP/1.1, 200, 0.055620
127.0.0.1, 2013-01-03 22:15:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000269
127.0.0.1, 2013-01-03 22:15:48, GET, /admin/default/edit/home/static/plugin_layouts/superfish.css, HTTP/1.1, 200, 0.046157
127.0.0.1, 2013-01-03 22:15:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000262
127.0.0.1, 2013-01-03 22:15:57, GET, /admin/default/design/home, HTTP/1.1, 200, 0.097904
127.0.0.1, 2013-01-03 22:15:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000279
127.0.0.1, 2013-01-03 22:16:39, GET, /admin/default/plugin/home/layouts, HTTP/1.1, 200, 0.058346
127.0.0.1, 2013-01-03 22:16:39, GET, /favicon.ico, HTTP/1.1, 400, 0.000258
127.0.0.1, 2013-01-03 22:16:51, GET, /admin/default/edit/home/static/plugin_layouts/superfish.css, HTTP/1.1, 200, 0.047891
127.0.0.1, 2013-01-03 22:16:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000262
127.0.0.1, 2013-01-03 22:18:01, GET, /admin/default/plugin/home/layouts, HTTP/1.1, 200, 0.066331
127.0.0.1, 2013-01-03 22:18:01, GET, /favicon.ico, HTTP/1.1, 400, 0.000368
127.0.0.1, 2013-01-03 22:18:22, GET, /admin/default/edit/home/views/plugin_layouts/layouts/Emporium.html, HTTP/1.1, 200, 0.049755
127.0.0.1, 2013-01-03 22:18:22, GET, /favicon.ico, HTTP/1.1, 400, 0.000328
127.0.0.1, 2013-01-03 22:19:06, GET, /admin/default/design/home, HTTP/1.1, 200, 0.095881
127.0.0.1, 2013-01-03 22:19:06, GET, /favicon.ico, HTTP/1.1, 400, 0.000255
